time,counter,Bin 10,Bin 13,Bin5 MToF,Bin 9,Bin 12,Bin 15,Bin 14,Pressure,Bin 8,Bin 7,SFR,PM2.5,PM10,Bin 2,Bin 3,Checksum,Bin7 MToF,Bin 5,Bin 4,Bin 11,Sampling Period,Bin1 MToF,Bin 1,Bin 6,PM1,Temperature,Bin 0,Bin3 MToF
0.00013065338134765625,1,0,0,0.0,0,0,0,0,,0,0,3.700000047683716,0.0,0.0,0,0,0,0.0,0,0,0,24.74570655822754,0.0,0,0,0.0,,0,0.0
0.6275908946990967,2,0,0,0.0,0,0,0,0,,0,0,3.700000047683716,5.51072883605957,5.5108256340026855,0,0,29,0.0,0,0,0,0.5312426686286926,0.0,0,0,5.357784748077393,,29,0.0
1.2337617874145508,3,0,0,0.0,0,0,0,0,,0,0,4.111111164093018,6.393971920013428,6.394609451293945,0,0,33,0.0,0,0,0,0.509610652923584,6.0,3,0,6.086359024047852,,30,0.0
1.8358869552612305,4,0,0,0.0,0,0,0,0,,0,0,4.111111164093018,9.476140975952148,9.485159873962402,2,0,44,0.0,0,0,0,0.5050026774406433,6.0,4,0,8.567500114440918,,38,0.0
2.4509682655334473,5,0,0,0.0,0,0,0,0,,0,0,3.915343999862671,8.959918975830078,8.964923858642578,1,0,42,0.0,0,0,0,0.5035093426704407,7.0,3,0,8.325172424316406,,38,0.0
3.0491929054260254,6,0,0,0.0,0,0,0,0,,0,0,3.9094338417053223,9.525660514831543,9.530864715576172,1,0,44,0.0,0,0,0,0.5039573311805725,6.333333333333333,4,0,8.828837394714355,,39,0.0
3.661870002746582,7,0,0,0.0,0,0,0,0,,0,0,3.9335548877716064,6.671319484710693,6.675953388214111,1,0,32,0.0,0,0,0,0.5171840190887451,6.0,2,0,6.156718730926514,,29,0.0
4.259646415710449,8,0,0,0.0,0,0,0,0,,0,0,3.884514570236206,6.840897083282471,6.841765880584717,0,0,32,0.0,0,0,0,0.5034666657447815,6.666666666666667,4,0,6.46513032913208,,28,0.0
4.871420621871948,9,0,0,0.0,0,0,0,0,,0,0,3.8305881023406982,6.066800594329834,6.083877086639404,1,1,27,0.0,0,0,0,0.5171413421630859,7.333333333333333,2,0,5.341444969177246,,23,7.666666666666667
5.474232196807861,10,0,0,0.0,0,0,0,0,,0,0,3.765486717224121,7.477277755737305,7.477602481842041,0,0,37,0.0,0,0,0,0.5035093426704407,9.0,1,0,7.221812725067139,,36,0.0
6.089004993438721,11,0,0,0.0,0,0,0,0,,0,0,3.727611780166626,7.857351303100586,7.85826301574707,0,0,36,0.0,0,0,0,0.507797360420227,7.0,4,0,7.447201728820801,,32,0.0
6.708559036254883,12,0,0,0.0,0,0,0,0,,0,0,3.7527732849121094,8.265828132629395,8.271368026733398,1,0,35,0.0,0,0,0,0.5081386566162109,6.333333333333333,5,0,7.541959762573242,,29,0.0
7.30980110168457,13,0,0,0.0,0,0,0,0,,0,0,3.7481911182403564,8.617167472839355,8.630794525146484,0,1,40,0.0,0,0,0,0.505407989025116,6.666666666666667,3,0,8.005420684814453,,36,7.666666666666667
7.933335304260254,14,0,0,0.0,0,0,0,0,,0,0,3.642486810684204,6.6217732429504395,6.622464656829834,0,0,31,0.0,0,0,0,0.5244160294532776,9.0,3,0,6.29524040222168,,28,0.0
8.533048391342163,15,0,0,0.0,0,0,0,0,,0,0,3.6701269149780273,11.285666465759277,12.192063331604004,0,0,48,0.0,0,0,0,0.5052800178527832,6.333333333333333,5,1,9.91275405883789,,42,0.0
9.138452291488647,16,0,0,0.0,0,0,0,0,,0,0,3.672060489654541,7.326691150665283,7.331984519958496,1,0,31,0.0,0,0,0,0.5038293600082397,6.666666666666667,3,0,6.711955547332764,,27,0.0
9.742319345474243,17,0,0,0.0,0,0,0,0,,0,0,3.672060489654541,7.96480655670166,7.969520568847656,1,0,37,0.0,0,0,0,0.5035093426704407,0.0,0,0,7.4795823097229,,36,0.0
10.343940496444702,18,0,0,0.0,0,0,0,0,,0,0,3.6580846309661865,8.568924903869629,8.574053764343262,1,0,38,0.0,0,0,0,0.5044693350791931,7.333333333333333,2,0,7.96791934967041,,35,0.0
10.943068504333496,19,0,0,0.0,0,0,0,0,,0,0,3.666996955871582,7.534400463104248,7.5394978523254395,1,0,33,0.0,0,0,0,0.504746675491333,6.333333333333333,2,0,6.963190078735352,,30,0.0
11.543798446655273,20,0,0,0.0,0,0,0,0,,0,0,3.6968133449554443,11.245467185974121,11.26932430267334,2,1,43,0.0,0,0,0,0.5061119794845581,6.333333333333333,8,0,9.791115760803223,,32,7.666666666666667
12.160768747329712,21,0,0,0.0,0,0,0,0,,0,0,3.7062816619873047,6.805889129638672,6.815054416656494,2,0,29,0.0,0,0,0,0.5154133439064026,5.666666666666667,1,0,6.058047294616699,,26,0.0
12.766699314117432,22,0,0,0.0,0,0,0,0,,0,0,3.733116388320923,10.392173767089844,10.397440910339355,1,0,47,0.0,0,0,0,0.5034453272819519,5.666666666666667,3,0,9.69877815246582,,43,0.0
